ID,transaction_count,credit_count,debit_count,net_count,debit_amount,credit_amount,amount_moved,CAT_Animais de estimação,CAT_Cabeleireiro e Barbeiro,CAT_Cafés e Pastelarias,CAT_Carro e Transportes,CAT_Casa,CAT_Combustível,CAT_Compras e Serviços,CAT_Diversos,CAT_Educação,CAT_Empréstimos e Rendas,CAT_Hobbies,CAT_Investimentos e Poupanças,CAT_Lazer e Viagens,CAT_Levantamentos,CAT_Não categorizadas,CAT_Ordenado e Subsídios,CAT_Outros Rendimentos,CAT_Restaurantes e Bares,CAT_Saúde e Bem estar,CAT_Seguros,CAT_Subscrições,CAT_Supermercado,CAT_Taxas e Impostos,CAT_Tecnologia,CAT_Telecomunicações,CAT_Vestuário e Calçado,"CAT_Água, luz e gás",target
868,307,73,234,-161,102396.24,99393.37,201789.61000000002,0,1,0,2,3,0,1,11,0,0,0,4,0,14,64,6,65,0,4,14,0,58,42,0,4,4,10,0
869,166,13,153,-140,6096.41,7497.26,13593.669999999996,0,0,1,30,1,3,7,7,2,0,0,0,0,1,12,4,6,32,12,8,0,27,4,0,6,3,0,1
870,159,14,145,-131,10275.51,5915.44,16190.95,0,0,0,4,2,10,12,0,0,0,0,0,0,16,30,2,10,6,9,4,0,41,1,2,4,6,0,1
871,247,50,197,-147,34504.11,38290.53,72794.64000000001,0,0,1,34,0,2,2,14,6,8,0,2,1,2,45,6,41,17,6,27,1,6,14,0,6,0,6,0
872,224,39,185,-146,52404.27,42696.89,95101.15999999999,2,0,0,18,0,18,6,2,0,4,0,5,1,8,47,8,28,12,3,11,0,21,15,0,7,3,5,0
873,349,6,343,-337,11029.259999999998,11256.46,22285.719999999998,0,0,0,10,0,77,12,9,0,8,0,0,0,51,9,4,2,4,8,37,0,78,13,0,16,6,5,0
874,149,9,140,-131,6156.1900000000005,6239.73,12395.919999999998,0,0,0,26,2,12,5,5,1,0,0,0,0,28,16,0,8,3,10,8,0,22,2,0,0,1,0,1
875,331,80,251,-171,20400.82,18877.449999999997,39278.270000000004,0,0,0,2,1,3,34,9,0,8,3,0,0,26,59,6,59,68,5,14,0,8,12,0,4,10,0,1
876,144,13,131,-118,11436.8,12640.699999999999,24077.5,1,0,0,15,1,3,10,4,1,4,2,0,2,1,21,4,7,0,11,8,0,19,14,0,4,0,12,0
877,202,32,170,-138,5216.38,7233.4,12449.78,0,0,2,13,2,2,3,0,0,0,1,0,0,9,32,3,25,36,10,0,0,30,13,0,4,9,8,1
879,211,32,179,-147,8655.300000000001,10547.5,19202.800000000003,0,2,0,4,1,1,4,8,1,8,0,0,1,20,30,5,11,12,9,21,0,18,41,0,4,3,7,0
880,296,154,142,12,23436.72,21147.14,44583.86,0,0,0,11,0,1,1,17,0,4,0,2,0,1,51,4,148,11,6,8,0,2,16,0,8,0,5,0
881,912,607,305,302,58437.41,54902.97,113340.38,0,2,0,25,1,13,15,19,0,0,2,14,0,16,64,3,584,17,63,9,0,19,22,0,8,1,15,1
882,179,16,163,-147,8398.71,9885.369999999999,18284.079999999998,0,0,0,48,1,4,7,9,1,0,0,5,2,4,15,2,8,8,7,8,0,30,3,0,6,4,7,1
883,257,22,235,-213,124823.06000000003,124345.53,249168.59,0,0,0,20,1,0,4,3,0,8,2,1,0,10,35,3,16,40,5,15,0,28,50,1,5,0,10,1
884,179,1,178,-177,8903.05,16.13,8919.18,0,0,0,30,3,0,7,0,0,0,0,0,0,41,9,0,0,0,8,0,0,53,15,0,3,4,6,1
885,114,22,92,-70,39531.73999999999,38915.00000000001,78446.74,0,0,0,15,0,5,0,7,0,0,0,7,0,1,11,4,13,10,6,0,0,12,10,0,9,0,4,1
886,297,64,233,-169,24807.21,28298.840000000004,53106.05000000001,0,2,0,9,0,5,5,2,0,2,0,2,0,4,80,2,26,15,21,28,0,24,52,1,5,1,11,0
887,210,39,171,-132,9747.439999999999,11072.9,20820.339999999997,0,0,0,0,0,0,8,9,0,0,1,6,0,13,28,8,27,21,22,0,0,32,10,7,4,14,0,0
888,133,5,128,-123,4097.89,4249.200000000001,8347.09,0,0,0,3,0,39,2,0,0,0,0,0,0,54,2,0,5,3,0,4,0,5,8,0,0,0,8,1
889,163,14,149,-135,34462.73,8449.84,42912.57000000001,0,0,0,1,0,0,1,0,0,0,0,3,0,16,5,4,10,9,3,4,0,94,10,0,0,3,0,0
890,915,74,841,-767,1879173.12,1601785.8699999999,3480958.99,6,0,0,1,1,4,26,50,2,12,0,0,1,45,516,0,69,1,21,37,6,27,54,1,12,19,4,0
891,297,31,266,-235,79984.83,79383.81000000001,159368.63999999998,2,4,0,2,0,15,25,9,4,0,2,0,0,32,44,4,15,25,11,17,0,50,18,0,4,10,4,1
892,297,31,266,-235,79984.83,79383.81000000001,159368.63999999998,2,4,0,2,0,15,25,9,4,0,2,0,0,32,44,4,15,25,11,17,0,50,18,0,4,10,4,1
893,151,27,124,-97,18967.71,17198.170000000002,36165.880000000005,0,0,0,0,0,0,0,17,0,16,0,5,0,4,11,4,21,0,0,38,0,1,28,4,2,0,0,0
894,294,62,232,-170,32758.339999999997,33860.69,66619.03,0,0,0,6,1,23,28,12,2,0,0,8,1,19,42,0,41,18,6,0,0,37,23,1,9,4,13,0
895,221,36,185,-149,9301.55,9454.33,18755.88,0,0,0,18,0,14,10,13,0,0,0,4,0,17,46,4,26,15,13,1,0,13,13,1,4,1,8,1
896,71,9,62,-53,77789.83,202681.8,280471.62999999995,0,0,0,0,0,0,0,4,0,0,0,0,0,12,27,4,4,0,0,0,0,0,11,0,4,0,5,1
897,302,42,260,-218,11560.17,9772.720000000001,21332.89,6,0,1,21,0,11,7,26,0,0,3,6,0,4,90,4,29,16,15,2,0,28,20,1,8,0,4,1
898,92,10,82,-72,11106.179999999998,8342.32,19448.499999999996,0,3,0,0,0,0,14,1,0,4,0,0,0,0,2,0,9,4,6,21,0,6,13,0,0,3,6,0
899,596,35,561,-526,13925.85,14056.49,27982.34,7,1,0,27,0,17,11,17,0,0,0,6,1,26,41,8,21,24,6,0,1,335,37,0,2,3,5,0
900,755,369,386,-17,300627.7,268960.98,569588.6799999999,0,1,1,18,0,23,10,64,0,6,0,0,1,13,132,9,354,6,2,12,0,32,40,2,26,2,1,1
901,438,62,376,-314,61292.62,55977.590000000004,117270.20999999999,4,3,0,2,1,9,44,16,2,0,0,0,2,8,118,0,57,61,9,0,0,55,28,1,14,1,3,0
902,272,208,64,144,7756.03,5550.54,13306.57,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,0,207,0,0,2,0,0,15,0,1,0,5,0
904,261,7,254,-247,6153.85,5936.08,12089.93,0,0,0,21,2,17,37,0,2,0,1,0,0,107,12,4,0,29,1,0,0,4,20,0,1,0,3,0
905,91,4,87,-83,3200.4399999999996,37.6,3238.0399999999995,0,0,1,4,2,0,3,0,0,0,0,0,0,7,21,0,3,12,1,0,0,25,12,0,0,0,0,1
906,325,57,268,-211,10272.02,10441.77,20713.79,2,0,1,21,1,22,29,9,0,0,0,1,0,1,100,4,47,18,13,2,0,19,15,4,4,4,8,0
907,205,22,183,-161,43687.97,41271.020000000004,84958.99000000002,4,0,0,9,2,7,9,9,0,0,1,0,0,40,30,0,14,12,12,1,0,31,10,2,3,0,9,1
909,472,106,366,-260,201831.44,238302.59,440134.03,7,0,0,16,0,6,21,9,0,5,0,2,1,10,78,5,87,16,12,21,0,35,85,4,16,3,33,0
910,196,24,172,-148,7463.03,7626.16,15089.19,2,1,0,0,1,6,7,2,4,0,0,0,1,12,55,4,13,13,24,0,0,27,6,0,9,5,4,0
912,73,14,59,-45,10645.140000000001,11990.89,22636.03,0,0,0,4,0,0,0,5,0,0,0,0,0,0,28,0,14,1,0,4,0,2,8,0,4,1,2,0
913,154,19,135,-116,73216.12,73421.04000000001,146637.15999999997,0,0,1,0,2,9,11,0,0,0,0,1,0,16,22,0,14,1,4,0,0,50,11,1,7,4,0,0
914,160,15,145,-130,9679.169999999998,9770.57,19449.74,0,0,0,3,0,8,4,17,1,4,0,0,0,11,27,4,8,3,1,14,0,13,28,0,9,0,5,0
915,325,48,277,-229,72948.91,73976.47,146925.37999999998,0,3,0,0,0,1,11,21,0,17,0,8,0,3,53,0,74,10,3,24,0,7,87,0,0,3,0,0
916,239,44,195,-151,58046.89,52681.17,110728.06,3,0,0,4,2,1,5,12,0,3,0,7,0,1,55,3,39,10,29,8,0,15,16,3,4,11,8,1
917,308,161,147,14,20680.16,22101.5,42781.66,0,0,0,0,1,0,9,6,1,4,0,10,0,1,57,0,158,7,8,12,0,5,19,0,3,1,6,0
918,255,35,220,-185,7188.6900000000005,6924.49,14113.180000000002,0,0,0,67,0,18,0,8,0,8,0,0,0,29,17,8,19,6,1,17,0,20,30,0,4,0,3,0
919,137,28,109,-81,5541.32,4014.38,9555.699999999999,0,0,0,8,1,9,5,0,0,0,0,0,0,11,14,0,25,8,3,0,0,30,17,0,4,1,1,1
921,94,64,30,34,5479.960000000001,5414.2,10894.16,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,64,0,0,0,0,0,7,0,0,0,6,0
922,219,7,212,-205,21225.29,7805.3,29030.590000000004,0,0,0,14,1,5,4,3,0,4,0,0,1,22,18,4,2,16,7,29,0,41,17,1,4,14,12,0
923,192,22,170,-148,7466.34,9386.67,16853.01,0,0,0,8,1,2,5,5,0,8,0,0,0,33,5,9,13,0,5,28,0,45,11,0,8,2,4,0
924,79,5,74,-69,6908.01,7273.66,14181.67,0,0,0,0,0,0,0,0,0,4,0,0,0,20,3,2,3,3,2,8,0,16,10,0,0,0,8,1
925,76,6,70,-64,11752.950000000003,12727.42,24480.370000000003,0,0,0,0,0,0,1,8,0,0,0,0,0,0,7,0,4,3,10,4,0,2,26,0,11,0,0,0
927,122,7,115,-108,10912.66,12587.45,23500.109999999997,0,0,2,1,2,18,4,5,1,0,0,0,2,18,16,4,3,12,2,0,0,8,2,1,11,0,10,1
928,834,112,722,-610,94449.64,94203.29999999999,188652.94,7,0,0,16,1,10,6,490,0,8,0,6,0,2,107,4,101,16,5,12,0,5,22,2,4,2,8,0
929,233,14,219,-205,9842.84,10405.380000000001,20248.22,0,0,0,22,1,20,3,4,0,4,0,0,0,31,45,2,11,18,1,8,0,36,15,0,5,3,4,0
930,478,64,414,-350,92461.11,89920.39,182381.50000000003,1,0,0,32,0,11,13,25,4,10,0,15,0,2,89,12,40,114,7,16,0,14,43,2,15,0,13,0
931,819,115,704,-589,1541780.2899999998,670178.28,2211958.5700000003,14,1,7,20,13,17,63,14,3,0,0,4,3,7,229,4,75,57,20,14,0,61,86,2,24,21,60,0
932,145,4,141,-137,71513.79,3929.6000000000004,75443.39,0,0,0,0,0,6,9,8,0,0,0,0,0,17,5,4,0,8,41,3,0,10,21,1,0,12,0,1
934,244,45,199,-154,10882.289999999999,9850.44,20732.73,0,2,3,13,0,11,5,5,7,0,1,0,2,12,37,8,32,45,7,4,0,14,23,0,4,9,0,0
935,181,22,159,-137,15388.67,17017.18,32405.850000000002,0,0,0,9,0,3,7,2,0,0,0,0,0,30,16,8,6,26,15,5,0,37,5,0,4,3,5,1
936,261,29,232,-203,7597.119999999999,7820.26,15417.379999999997,3,0,0,4,0,24,8,0,0,12,0,3,0,49,18,6,13,5,7,28,0,33,36,5,3,0,4,0
937,245,12,233,-221,11041.93,15396.17,26438.1,0,0,1,20,1,14,12,3,0,8,0,0,0,16,25,0,12,28,16,16,0,38,26,0,4,1,4,0
938,141,24,117,-93,6597.499999999999,5777.960000000001,12375.460000000001,1,0,0,14,0,8,7,11,0,0,0,1,0,0,19,4,14,5,8,5,0,19,13,0,7,1,4,0
939,186,11,175,-164,5631.75,5151.11,10782.86,0,0,0,1,5,6,8,1,0,8,0,0,0,24,7,9,2,1,8,16,0,47,25,0,11,0,7,1
940,172,34,138,-104,9532.189999999999,10040.440000000002,19572.629999999997,2,0,0,7,0,6,7,11,0,0,2,1,0,0,46,8,22,10,9,0,0,6,34,0,1,0,0,1
941,251,18,233,-215,134280.9,132604.34,266885.24,0,0,0,9,1,17,15,2,0,10,0,0,0,11,91,4,11,6,1,25,0,16,19,0,4,0,9,1
942,424,86,338,-252,18930.449999999997,19244.47,38174.92,0,0,0,11,1,1,3,21,0,12,0,12,1,69,65,12,66,16,9,0,0,87,24,0,5,9,0,0
943,183,15,168,-153,44910.740000000005,17547.499999999993,62458.23999999999,0,6,0,21,0,6,6,4,0,0,0,1,0,17,10,4,11,14,24,4,0,33,3,0,4,11,4,1
944,93,19,74,-55,20857.88,27043.559999999998,47901.44,0,0,0,7,0,2,5,6,0,0,1,0,0,1,11,0,19,15,2,0,0,5,18,0,0,0,1,0
945,346,28,318,-290,8286.380000000001,8021.64,16308.02,0,1,5,3,0,41,3,4,3,4,0,0,0,58,14,5,14,55,8,24,0,73,24,0,4,0,3,1
946,186,11,175,-164,36018.23,9504.24,45522.469999999994,3,0,0,0,8,3,14,0,1,0,0,0,4,8,20,5,3,21,16,0,0,55,18,3,4,0,0,1
947,393,146,247,-101,139797.34,148264.9,288062.24,0,0,0,4,1,6,4,36,0,0,0,0,2,4,43,17,132,4,3,32,0,23,71,0,4,3,4,1
948,274,37,237,-200,23834.48,27304.57,51139.05,0,0,0,3,9,16,12,1,1,8,2,2,0,6,36,10,22,2,10,16,0,55,26,3,10,20,4,0
949,320,187,133,54,58657.469999999994,63912.58,122570.05000000002,0,0,0,1,4,0,13,8,0,4,0,0,0,6,77,0,131,12,1,24,0,7,20,1,5,1,5,0
950,196,24,172,-148,9994.119999999999,9935.649999999998,19929.77,8,0,0,15,3,3,11,8,0,0,0,0,1,16,28,4,18,9,15,8,0,39,1,0,0,5,4,0
951,1589,391,1198,-807,2452577.4600000004,2334198.4,4786775.86,0,0,1,60,4,80,58,57,2,0,0,0,0,13,580,12,328,22,23,18,0,84,130,5,52,29,31,1
952,199,6,193,-187,9171.619999999999,9387.99,18559.61,0,0,0,17,0,1,3,42,0,0,1,0,0,19,10,4,2,8,9,12,0,44,16,0,4,7,0,0
953,198,19,179,-160,10941.67,11000.84,21942.510000000002,1,0,0,3,3,8,6,10,1,4,1,0,1,18,28,4,10,26,7,9,0,41,1,0,4,4,8,1
954,120,71,49,22,6524.45,6985.490000000001,13509.939999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,51,0,0,2,0,0,10,0,0,0,18,1
955,160,13,147,-134,5241.45,4781.94,10023.39,0,0,3,0,0,0,13,3,0,0,0,0,0,30,8,4,9,4,14,0,0,30,8,0,15,17,2,1
956,262,27,235,-208,18105.94,14807.93,32913.869999999995,0,4,1,4,0,11,4,8,0,0,3,0,0,19,39,0,25,17,19,4,0,61,33,0,3,7,0,0
958,401,36,365,-329,394725.53,416204.99000000005,810930.5199999999,0,0,2,51,7,25,19,12,1,0,0,0,0,11,134,0,25,6,7,0,0,48,44,2,1,5,1,0
959,252,37,215,-178,118479.35999999997,117285.06000000003,235764.41999999998,0,0,1,3,0,0,5,6,0,0,0,4,0,19,23,0,36,20,17,6,0,68,10,1,14,3,16,0
960,193,24,169,-145,12858.32,9544.18,22402.5,1,0,0,41,0,15,6,3,4,4,0,0,0,1,39,0,23,16,1,16,0,7,4,0,0,2,10,0
961,127,10,117,-107,31461.50999999999,16290.64,47752.149999999994,0,0,0,9,0,7,9,0,0,0,0,2,1,15,4,4,5,24,8,0,0,24,7,0,5,0,3,1
963,576,159,417,-258,363165.55999999994,101533.8,464699.36000000004,0,0,0,32,22,0,11,19,1,25,0,2,4,1,154,13,144,14,5,27,0,29,47,7,8,0,11,0
964,113,12,101,-89,2001.25,3172.94,5174.1900000000005,7,0,0,1,0,3,3,0,0,0,0,0,0,0,43,4,5,4,2,0,0,26,9,0,4,2,0,1
965,151,9,142,-133,5363.110000000001,7788.26,13151.37,0,0,0,4,0,45,2,1,0,0,0,0,0,24,3,5,2,33,1,0,0,13,2,2,4,4,6,1
966,193,19,174,-155,10124.740000000002,9895.560000000001,20020.300000000003,0,9,0,16,0,10,6,1,0,0,1,0,0,16,19,0,13,1,9,0,0,62,0,0,3,19,8,1
967,244,18,226,-208,12920.89,5968.12,18889.010000000002,0,0,0,6,0,0,2,13,1,0,0,0,0,9,126,0,17,29,5,0,0,27,1,0,4,0,4,1
968,201,11,190,-179,8444.41,7571.699999999999,16016.109999999999,7,0,0,5,3,15,14,9,0,12,1,0,0,30,6,7,2,0,0,32,0,17,25,0,7,3,6,0
969,59,12,47,-35,5890.939999999999,5331.72,11222.66,0,0,0,0,0,0,0,4,0,4,0,0,0,0,13,4,8,0,0,8,0,0,6,0,6,0,6,1
970,214,30,184,-154,8911.23,8796.560000000003,17707.79,2,0,0,7,2,2,12,10,0,12,0,4,0,18,33,8,7,9,3,5,0,39,28,0,8,1,4,1
971,137,14,123,-109,5406.820000000001,3895.5700000000006,9302.390000000001,0,0,0,14,0,1,10,1,0,0,0,0,0,4,14,0,11,7,5,4,0,37,9,0,8,2,10,0
972,460,98,362,-264,16611.73,11879.81,28491.54,0,0,2,1,1,10,7,9,0,0,0,0,1,11,235,0,97,45,7,0,0,15,19,0,0,0,0,0
974,190,20,170,-150,6037.709999999999,6936.65,12974.36,0,0,0,0,0,12,10,13,0,8,0,0,0,15,43,5,10,2,5,10,0,29,17,0,4,2,5,1
975,96,11,85,-74,9864.81,12152.03,22016.839999999997,0,0,0,24,0,1,4,7,0,4,0,0,0,3,17,4,6,0,0,12,0,0,6,0,0,0,8,1
977,143,48,95,-47,22381.15,22322.99,44704.14,2,0,0,2,1,1,5,0,0,0,0,7,1,3,34,4,39,3,7,0,0,7,19,1,5,1,1,1
978,366,15,351,-336,12714.36,15679.359999999997,28393.72,0,2,10,1,11,14,13,0,1,4,0,0,0,30,69,8,5,14,16,8,0,98,13,4,12,27,6,0
979,214,44,170,-126,48678.049999999996,48643.13,97321.18000000002,0,0,0,6,1,6,4,3,1,0,0,5,0,21,47,8,29,4,4,12,0,33,16,0,4,1,9,0
980,78,11,67,-56,2407.9100000000003,4563.03,6970.94,1,0,0,21,0,10,0,1,0,0,0,0,0,0,20,4,5,0,0,0,0,0,11,0,5,0,0,0
982,218,53,165,-112,18109.29,46996.34,65105.63,0,0,0,28,1,7,6,9,0,47,0,1,0,4,32,0,4,9,9,11,0,15,15,0,7,5,8,0
983,88,1,87,-86,9134.41,133.2,9267.61,0,0,0,1,1,18,3,4,0,0,0,0,0,32,1,0,1,0,2,0,0,16,9,0,0,0,0,0
984,257,8,249,-241,14862.99,12389.65,27252.64,0,0,0,17,1,28,13,13,0,8,0,8,11,8,14,4,3,44,4,36,0,18,12,1,6,0,8,0
986,287,19,268,-249,182768.29000000007,245435.08,428203.3700000001,0,3,1,21,1,7,13,16,0,12,0,0,0,27,12,2,11,14,10,5,0,75,28,0,7,5,17,0
987,198,14,184,-170,11657.89,12325.91,23983.8,0,0,0,14,1,10,4,0,5,4,0,0,0,18,30,4,5,8,17,8,0,37,14,1,6,4,8,0
988,1378,482,896,-414,3181708.87,5023929.04,8205637.91,4,8,3,32,11,16,53,145,2,13,5,3,2,64,262,8,401,62,50,24,0,72,70,0,31,28,9,0
989,121,3,118,-115,3355.0299999999997,59.37,3414.4,0,0,0,0,4,1,10,0,1,0,0,0,0,6,8,0,2,8,22,0,0,31,3,0,1,24,0,1
990,278,56,222,-166,284607.66000000003,277395.07,562002.73,0,0,2,2,4,14,17,8,6,0,1,0,0,35,34,8,39,8,14,1,0,33,18,0,8,7,19,0
991,414,40,374,-334,10480.980000000001,13182.45,23663.43,4,0,0,4,2,6,11,4,0,4,0,4,0,11,51,8,23,9,13,10,0,175,54,1,8,1,11,0
992,739,29,710,-681,158473.25,152691.8,311165.05,0,0,4,46,1,29,13,57,0,0,5,4,2,4,179,3,25,82,14,3,0,19,228,1,8,1,11,0
993,180,38,142,-104,8316.68,8359.689999999999,16676.37,4,0,0,1,0,0,15,27,0,4,0,3,0,5,36,2,33,3,4,2,0,16,25,0,0,0,0,1
994,200,24,176,-152,88936.12,89272.94,178209.06,0,0,0,3,8,6,14,15,0,6,4,12,1,8,26,2,20,17,3,1,0,11,41,0,0,2,0,0
995,168,51,117,-66,26223.399999999998,9552.49,35775.89,0,0,0,2,0,7,3,9,0,0,2,0,7,7,37,4,42,7,11,4,0,5,12,1,7,0,1,0
996,225,36,189,-153,15041.28,14222.73,29264.010000000002,0,0,0,4,2,4,12,15,1,0,0,0,0,21,48,3,29,7,11,0,0,12,49,0,4,3,0,0
997,804,220,584,-364,503766.9700000001,506459.92,1010226.8900000001,16,2,0,3,1,28,8,64,0,8,0,2,0,21,201,11,222,15,15,26,0,43,64,1,27,1,25,1
998,100,15,85,-70,71510.79000000001,71963.55,143474.34000000003,0,0,0,13,5,6,12,5,0,0,0,5,0,0,15,4,8,6,3,0,0,1,4,0,8,0,5,1
999,244,9,235,-226,9417.88,9382.29,18800.170000000002,7,0,3,4,0,0,25,2,0,16,1,0,0,39,15,4,5,41,2,26,0,27,17,0,2,2,6,0
1000,336,30,306,-276,11343.359999999999,11516.300000000001,22859.660000000003,1,0,0,3,0,23,6,24,0,0,0,0,0,30,36,8,18,9,3,12,0,138,15,0,3,1,6,0
1001,1655,1236,419,817,2572489.8,2479130.01,5051619.8100000005,0,0,0,9,4,22,19,44,0,4,0,20,0,12,1169,5,209,26,1,3,0,12,62,0,25,0,9,0
1002,280,37,243,-206,9993.42,9734.51,19727.93,0,0,3,12,6,8,9,5,0,4,0,0,5,24,34,7,9,37,30,10,0,41,18,0,4,6,8,0
1003,148,11,137,-126,10804.07,13450.449999999999,24254.52,0,0,0,0,2,0,6,7,0,0,0,4,0,4,61,0,9,0,14,1,0,2,31,2,0,5,0,1
1004,175,27,148,-121,8816.060000000001,9277.88,18093.94,0,0,0,0,0,0,8,2,2,4,0,0,0,3,29,4,22,10,4,19,0,32,23,1,4,0,8,0
1005,15,1,14,-13,1050.02,1000.0,2050.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0
1006,26,11,15,-4,65357.660000000025,65353.880000000005,130711.54,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,4,0,0,0,0,0,14,0,0,0,0,1
1007,154,18,136,-118,34320.68,45256.24,79576.92,0,0,0,15,4,8,4,14,0,3,0,0,0,0,26,6,15,0,0,5,0,19,23,2,10,0,0,0
1008,223,17,206,-189,18453.47,19304.58,37758.05,0,0,2,33,0,13,7,9,0,0,0,2,0,17,22,5,11,15,9,2,0,26,36,0,4,4,6,1
1009,750,7,743,-736,81646.1,63555.0,145201.1,0,0,0,4,0,0,0,12,0,4,0,0,0,0,269,0,3,0,0,4,0,0,454,0,0,0,0,0
1010,152,14,138,-124,7700.670000000001,17790.409999999996,25491.079999999998,0,0,0,7,0,6,4,2,0,4,1,0,3,2,31,4,6,30,4,8,0,15,10,0,6,0,9,1
1011,279,18,261,-243,10236.720000000001,10835.18,21071.9,0,0,0,5,1,9,2,3,0,8,0,0,0,43,54,0,10,5,14,12,0,38,71,0,4,0,0,0
1012,228,9,219,-210,17068.48,23988.39,41056.869999999995,0,0,2,0,3,11,31,0,0,0,0,0,1,7,5,3,4,26,5,1,0,112,6,0,0,8,3,0
1013,430,62,368,-306,374765.33999999997,371997.6,746762.94,0,10,0,22,4,18,9,14,0,4,0,3,0,17,105,7,35,46,19,17,0,48,21,0,5,10,16,0
1015,385,51,334,-283,52225.69999999998,51247.4,103473.1,0,0,0,32,5,21,32,39,0,6,1,0,0,6,67,6,34,16,11,4,0,21,73,4,0,4,3,1
1016,716,338,378,-40,287680.21,330898.17999999993,618578.39,0,0,0,25,0,0,19,26,0,12,2,0,1,6,196,20,222,45,10,32,0,0,83,0,4,2,11,0
1017,57,23,34,-11,14614.79,14565.13,29179.92,0,0,0,0,0,0,0,0,0,4,0,6,0,0,13,4,15,0,0,4,0,0,3,0,0,0,8,0
1018,111,15,96,-81,3426.82,27888.16,31314.98,1,0,0,0,0,2,10,5,0,0,0,0,0,6,37,4,11,6,5,0,0,15,9,0,0,0,0,1
1019,233,28,205,-177,31294.33,31984.67,63279.00000000001,2,0,0,1,5,6,10,35,0,13,0,0,0,6,27,9,13,17,4,11,0,20,37,2,4,3,8,0
1020,320,19,301,-282,7332.8,7419.55,14752.349999999999,1,0,1,14,2,26,20,15,0,8,2,0,0,30,37,8,3,31,6,5,0,69,21,0,5,9,7,0
1021,157,16,141,-125,86889.56999999998,86331.69,173221.25999999998,0,0,0,21,1,5,17,2,0,5,1,1,0,9,30,3,9,5,3,16,0,13,10,0,4,2,0,1
1022,296,30,266,-236,30078.249999999996,33948.78,64027.03,0,0,0,51,1,51,5,2,0,4,2,0,0,4,55,0,24,22,0,9,0,7,58,0,1,0,0,0
1023,298,33,265,-232,19018.04,18432.91,37450.95,0,0,0,25,4,4,8,8,0,0,0,12,0,6,115,4,19,11,7,15,0,6,45,1,2,0,6,0
1024,145,16,129,-113,5569.86,4656.84,10226.7,0,2,0,12,2,8,6,12,6,4,0,0,0,5,32,3,8,3,4,5,0,9,17,0,2,5,0,0
1025,38,13,25,-12,8357.220000000001,11834.27,20191.49,0,0,0,0,0,1,1,0,0,0,0,0,0,2,11,0,11,4,0,0,0,1,7,0,0,0,0,0
1026,14,0,14,-14,720.3599999999999,0.0,720.3599999999999,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,0,0,0
1027,112,14,98,-84,10767.82,48139.25,58907.070000000014,0,0,0,0,0,1,5,5,0,8,0,0,0,25,14,4,3,0,0,4,0,10,19,0,11,0,3,1
1029,94,23,71,-48,53470.99,67455.34999999999,120926.34000000001,0,0,6,0,0,0,6,7,0,0,0,3,0,0,24,4,18,8,3,4,0,2,3,1,0,0,5,0
1030,168,18,150,-132,11326.56,10792.6,22119.159999999996,0,0,0,2,3,0,12,10,0,0,0,2,0,4,22,4,11,5,14,0,0,65,10,0,4,0,0,1
1031,372,29,343,-314,25302.649999999998,21944.269999999997,47246.92,2,1,15,1,3,2,20,4,1,0,2,2,1,3,74,0,24,75,4,4,0,46,71,4,4,5,4,0
1032,346,33,313,-280,14162.68,11432.609999999999,25595.29,0,6,1,1,6,8,36,5,0,4,1,0,0,16,89,3,24,31,27,1,0,39,18,0,0,30,0,1
1033,557,67,490,-423,88975.86,86035.79,175011.64999999997,0,0,0,56,14,27,38,13,0,4,0,0,0,26,190,0,61,7,15,11,0,1,71,0,12,0,11,0
1034,296,29,267,-238,11715.060000000001,11638.310000000001,23353.370000000003,0,0,0,48,0,4,8,9,0,0,0,7,0,16,109,5,23,18,13,1,0,3,22,0,5,5,0,0
1035,226,10,216,-206,7929.42,5534.94,13464.36,0,0,0,22,0,12,6,3,0,0,0,0,1,23,21,4,1,6,6,0,0,100,11,1,4,5,0,0
1037,194,38,156,-118,30493.540000000005,30857.479999999996,61351.02,0,0,0,0,0,0,2,12,0,0,0,0,0,10,38,0,32,8,8,15,0,17,40,0,4,1,7,0
1038,311,43,268,-225,66961.82,67168.65,134130.47000000003,0,1,2,17,2,10,19,30,0,4,1,0,0,7,67,4,27,54,15,1,0,30,6,0,4,4,6,1
1039,386,17,369,-352,12306.1,13711.34,26017.44,0,4,3,16,2,11,17,2,0,8,0,0,0,36,29,8,4,55,21,18,0,114,9,2,7,12,8,0
1041,175,13,162,-149,7638.5599999999995,5740.67,13379.23,0,0,0,0,2,5,9,0,0,0,0,0,0,11,37,4,0,2,8,0,0,74,4,0,0,19,0,1
1042,172,10,162,-152,9828.07,9121.880000000001,18949.95,3,0,0,0,0,8,12,1,0,0,0,1,0,2,6,0,8,31,13,11,0,45,8,1,5,2,15,1
1043,521,113,408,-295,325983.79000000004,305549.06000000006,631532.8500000001,1,0,0,32,1,4,16,64,0,13,0,16,0,9,79,17,73,2,11,17,0,17,112,0,21,1,15,0
